Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
3,2019,34688,2,1,1,50.301,1248,88.5,5,10.49,25
11,2015,10512,3,0,1,20.22954545,2706,265,2,64,4
9,2016,58000,2,1,1,47.403,1248,74,5,7.55,25
6,2014,40000,3,1,1,41.32943182,1193,88.7,5,3.95,26
2,2010,61000,3,1,4,39.98863636,1197,80,5,3.25,22
6,2009,86000,2,1,1,40.158,1422,70,5,2.75,18
11,2015,45000,2,1,1,44.3601,1364,87.2,5,7.35,14
7,2017,55000,3,1,1,39.98863636,1198,73.75,5,4.7,23
3,2016,36855,3,1,2,35.96625,1591,121.3,5,8.77,22
3,2013,46821,3,1,1,47.89227273,1197,78.9,5,3.42,22
11,2015,120000,3,1,1,43.75227273,1199,76.8,5,2.5,29
11,2012,29000,2,0,1,30.5118,2993,270.9,5,20,5
6,2014,40000,3,1,1,31.14409091,1598,102.5,5,5.25,24
5,2013,60000,2,0,2,32.5611,1968,174.33,5,14.5,9
6,2011,64984,3,0,1,39.87102273,1197,78.9,5,3.45,22
9,2015,73204,3,0,1,56.61920455,998,67.1,5,3.3,25
2,2014,50000,2,0,1,23.4531,4134,335.2,7,51,9
11,2017,35000,2,1,1,50.301,1248,88.5,5,6.5,25
4,2013,17729,3,1,1,49.63295455,814,55.2,5,3.65,22
8,2012,97000,2,1,1,41.4,1497,115,5,7.25,17
3,2014,89614,2,1,1,45.54,1582,126.2,5,6.01,22
11,2015,14000,3,1,1,44.45795455,998,67.1,5,2.8,25
8,2012,50000,3,1,1,39.98863636,1197,80,5,4,22
5,2014,62505,3,1,1,40.92954545,1497,117.3,5,5.95,21
8,2011,248000,2,1,2,26.496,2494,102,7,9.2,14
9,2012,94900,2,1,1,34.776,1493,110,5,5.35,22
5,2017,55000,2,1,1,36.432,2179,153.86,7,12,26
1,2015,53735,2,0,2,24.9849,2967,241.4,7,38.94,9
1,2008,53934,3,1,2,44.45795455,998,67.1,5,2.69,25
2,2013,58500,2,0,2,35.3763,1995,218,5,27.5,10
11,2014,48000,3,1,1,42.34090909,1198,86.7,5,2.75,21
6,2016,24000,3,1,1,58.10113636,796,47.3,5,2.8,25
6,2016,52001,3,1,1,40.01215909,1591,121.3,5,6.45,22
1,2018,9565,3,1,1,56.07818182,1199,84,5,5.88,26
9,2013,32953,3,1,1,43.75227273,1197,85.8,5,4.65,25
10,2014,18000,3,1,1,49.63295455,814,55.2,5,2.5,22
3,2018,20446,3,0,1,29.63863636,1950,191.34,5,51.35,8
4,2016,33016,2,1,1,46.6578,1396,88.73,5,6.85,22
8,2012,48000,2,1,1,48.8313,1364,67.05,5,5.25,14
1,2014,72022,2,1,1,44.3601,1364,87.2,5,9.23,14
7,2014,34000,2,0,1,42.849,1496,113.98,5,22,7
4,2014,69000,2,1,1,41.6898,1498,88.8,5,5.19,23
9,2009,108000,3,0,1,32.22613636,1798,157.75,5,4.35,18
4,2013,34700,2,0,1,20.7,2148,170,5,24.5,8
9,2015,79000,2,1,1,36.846,1248,75,5,5.75,25
3,2016,58197,3,0,1,42.34090909,1497,117.3,5,9.19,21
9,2008,66000,3,0,2,19.87670455,2979,321,5,10.75,10
2,2009,60000,3,0,1,45.16363636,1197,80,5,2.99,22
11,2014,57000,2,1,1,55.0413,1248,74,5,3.89,25
1,2018,45555,2,1,1,53.82,1498,98.6,5,11.73,21
1,2016,55137,3,1,1,32.93181818,796,35,5,3.11,25
10,2014,93325,2,1,2,35.604,1968,138.1,5,14.45,18
7,2018,38000,2,1,1,50.7564,1248,88.5,7,8.7,25
3,2016,57738,2,1,1,49.68,1120,70,5,5.04,22
10,2017,38282,2,1,1,58.1463,1248,88.5,5,8.5,25
5,2014,64000,2,0,1,39.8889,2143,170,5,15.65,8
6,2015,32000,2,1,1,42.435,1248,91.72,5,5.65,27
2,2010,83000,3,0,1,25.71034091,2497,204,5,16.5,8
7,2011,76000,4,1,1,39.35988346,998,67.1,5,2,25
9,2012,67200,3,1,1,35.37818182,1598,103.6,5,3.9,23
10,2013,62655,2,0,1,39.0816,1995,184,5,14.5,10
2,2015,16900,2,0,1,30.4083,2993,258,5,44,10
5,2017,8471,3,1,1,44.45795455,1197,81.86,5,5,22
4,2016,69000,2,0,1,23.5152,2755,171.5,7,19.75,14
1,2017,30090,2,0,1,40.572,1461,108.45,5,11.44,20
8,2011,120000,2,1,1,37.26,1248,75,5,1.75,26
2,2013,23000,2,1,1,36.846,1248,74,5,5.6,25
3,2016,35939,3,1,1,28.93295455,1796,185,5,30.42,8
1,2013,116694,2,1,1,31.257,2179,140,7,9.57,17
6,2016,40448,2,1,1,33.0372,2523,62.1,7,3.5,17
1,2018,64456,2,1,1,50.301,1248,88.5,5,10.46,25
9,2014,52782,2,1,1,42.435,1248,91.72,5,4.85,27
3,2016,51672,3,1,1,45.86931818,1199,88.76,5,5.68,21
6,2015,56073,3,0,1,32.22613636,1798,157.75,5,13.25,18
2,2011,65000,2,0,1,30.5118,2993,270.9,5,16,5
8,2013,79000,3,1,1,44.45795455,998,67.1,5,3,25
11,2007,43206,3,1,1,39.98863636,1086,63,5,0.99,22
6,2010,70200,3,0,1,34.17852273,1798,138.1,5,5,14
5,2016,42000,3,1,1,37.87159091,1197,85,5,4.75,25
2,2014,62000,3,1,1,38.74193182,1198,74,5,5.35,23
4,2017,20000,3,1,1,44.45795455,1197,81.86,5,5.98,22
8,2011,80000,2,1,3,44.505,1248,88.8,5,3.5,25
3,2018,50234,3,1,1,44.45795455,1197,81.86,5,4.77,22
5,2016,50003,3,1,1,50.33863636,1197,83.1,5,5.45,25
7,2018,1000,3,0,1,47.75113636,1199,84,5,6.85,26
10,2016,54897,2,0,1,55.0413,1248,74,5,7.3,25
9,2007,108995,3,1,1,35.98977273,1193,65.3,5,1.25,26
8,2015,73000,2,1,1,46.989,1598,118,5,8.25,25
7,2008,65000,3,1,1,37.87159091,1298,88.2,5,2.71,25
11,2016,32000,3,1,1,44.92840909,1197,82,5,3.6,22
7,2010,65000,3,1,1,43.51704545,1197,80,5,3,22
4,2016,21600,3,0,1,54.3375,998,67.04,5,4.65,25
6,2010,39000,2,0,1,30.7188,2143,170,5,9.5,8
6,2011,58075,3,1,1,41.16477273,1298,85.8,5,2.95,25
6,2011,58000,3,1,1,35.37818182,1598,103.6,5,3,23
4,2015,58000,2,1,1,52.164,1248,74,5,5.95,25
5,2008,89000,3,0,1,34.17852273,1798,138.1,5,4,14
5,2008,72000,3,1,1,31.75568182,1799,130,5,2.5,21
11,2017,1800,3,0,1,37.75397727,1499,110.4,5,11.37,19
9,2010,172050,2,1,2,39.33,1248,93,5,2.25,27
10,2013,46230,3,1,1,46.59852273,1086,68.05,5,3.1,22
3,2014,86925,2,0,1,23.184,2400,215,5,17.18,11
10,2018,5000,3,1,1,43.75227273,1197,81.83,5,6.5,22
7,2014,66000,2,1,1,53.82,1498,98.6,5,5.7,21
7,2013,119000,2,1,1,26.8893,2494,100,8,8,14
8,2016,45000,3,1,1,59.20670455,799,53.3,5,2.6,20
4,2009,66149,3,1,1,44.69318182,998,66.1,5,2.45,25
3,2014,42070,3,0,1,34.81363636,1595,120.7,5,11.57,8
11,2012,35503,3,1,1,44.45795455,998,67.1,5,2.3,25
10,2016,41460,2,1,1,52.164,1248,74,5,5.9,25
6,2015,40600,3,0,1,39.98863636,1591,121.3,5,7.2,22
7,2013,87000,2,0,1,45.54,1582,126.2,5,5.9,22
8,2014,30000,3,1,2,39.51818182,1497,116.3,5,6,21
11,2010,27089,3,1,1,37.63636364,1086,66.7,5,1.95,22
1,2016,53702,2,1,1,48.8313,1364,67.04,5,6.55,14
4,2015,51000,2,0,1,55.9521,1969,190,5,25,11
11,2012,36542,2,1,1,41.4,1399,68.05,5,2.65,19
6,2017,15000,2,0,1,26.91,2987,265,5,69.5,8
8,2012,65000,2,0,1,46.9683,1995,190,5,14,10
9,2014,32000,3,1,2,53.49068182,796,47.3,5,2.1,25
4,2017,24393,2,1,1,28.3176,2393,147.8,7,20.4,14
4,2019,1000,3,1,1,44.17568182,999,75,5,5.68,23
6,2014,28238,3,1,1,31.14409091,1598,102.5,5,5.55,24
6,2013,59000,2,1,1,27.945,2477,175.56,7,12.75,15
6,2012,92000,3,1,2,34.81363636,1799,130.2,5,3.35,21
11,2013,56840,3,1,1,53.49068182,796,47.3,5,1.55,25
1,2013,62746,2,1,2,42.5178,1598,103.6,5,5.9,23
4,2012,96000,2,0,1,25.5645,2179,187.74,5,18.98,6
6,2014,24000,3,1,1,32.22613636,1997,153.86,5,11.51,21
6,2016,54000,2,1,1,42.9939,1248,88.76,7,7.75,25
8,2016,90000,2,1,1,26.8893,2494,100.6,7,13.9,14
11,2010,40000,3,1,1,35.28409091,1368,90,5,1.35,26
6,2015,65938,2,0,2,24.9849,2967,241.4,7,38,9
6,2017,16100,3,0,1,40.22386364,1591,121.4,5,11.6,22
4,2017,3600,2,0,1,44.505,1498,108.5,5,12.25,23
10,2011,52000,3,1,1,39.98863636,1497,118,5,3.8,21
6,2014,54000,2,1,1,41.4,1399,68.05,5,3.25,19
6,2016,15399,3,1,1,43.9875,1199,88.7,5,6.4,21
2,2012,75000,3,1,2,38.74193182,1198,73.9,5,3.95,23
5,2010,76752,3,1,1,40.92954545,1497,117.3,5,3.57,21
6,2005,56000,3,1,2,41.63522727,1497,78,5,1.25,21
9,2015,70000,4,1,1,39.21022611,998,58.2,5,3.65,25
11,2013,46125,3,0,2,28.22727273,2354,187.4,5,12.5,21
7,2014,35000,2,0,2,37.5084,1995,190,5,23,10
8,2003,80000,2,1,3,26.496,1489,35.5,5,1.35,21
1,2012,62729,2,1,1,24.9435,2179,120,8,6.32,17
11,2012,34000,2,1,1,42.5178,1598,103.6,5,3.4,23
10,1999,70000,3,1,2,40.69431818,993,60,5,0.77,25
10,2009,32000,3,1,1,37.87159091,796,37,4,0.9,25
5,2017,21000,3,0,1,33.59045455,1798,138.03,5,18,14
9,2013,49000,3,0,1,34.31965909,1997,245,5,19,10
8,2007,40000,3,1,3,32.46136364,1299,70,5,1.1,19
9,2012,78000,3,1,2,43.75227273,1199,79.4,5,2,29
7,2012,52000,2,1,1,44.3601,1364,86.79,5,6.5,14
2,2014,65213,2,1,1,33.12,2179,140,7,9.45,17
6,2016,170000,2,1,1,50.508,1120,71,5,4,22
3,2017,36884,2,0,1,26.91,2143,204,5,32.25,8
9,2009,62500,3,1,1,47.89227273,1197,78.9,5,2.1,22
6,2015,68000,3,0,2,33.59045455,1798,138.03,5,9.75,14
11,2014,40748,3,1,1,34.17852273,1798,138,5,6.3,14
4,2013,60000,2,0,1,35.8524,1968,184,5,21,9
6,2014,12400,2,1,1,45.333,1396,88.8,5,4.65,22
6,2013,87000,2,0,2,39.8889,2143,167.62,5,17,8
9,2013,20248,2,1,1,43.677,1248,73.9,5,4.35,25
1,2017,52383,2,1,1,40.7169,1582,126.2,5,14.82,22
5,2018,1000,2,0,1,28.152,1999,177,5,40,5
8,2016,85000,2,1,1,30.9465,2489,93.7,7,6.15,17
7,2014,47000,2,1,1,26.8893,2494,100.6,7,11.25,14
9,2018,17585,3,0,1,45.06954545,2494,157.7,5,32,14
1,2018,32496,2,0,1,27.3654,2967,241.4,5,45.62,9
3,2017,34613,2,1,1,58.788,1248,74,5,6.24,25
8,2015,153000,2,1,1,42.9939,1248,88.76,7,4.8,25
8,2014,54000,3,1,2,37.87159091,1197,85,5,4.5,25
3,2015,16900,3,1,1,47.89227273,1197,78.9,5,3.87,22
5,2013,62334,3,1,1,47.89227273,1197,78.9,5,2.75,22
3,2018,23714,3,1,1,50.33863636,1197,83.1,5,6.57,25
10,2010,52325,3,1,1,38.48318182,1495,93.7,5,2,22
7,2012,50000,3,1,1,45.63409091,1198,86.8,5,3.65,21
4,2016,55746,2,1,1,47.403,1248,74,5,6.95,25
2,2014,54000,3,1,1,47.37477273,1197,81.86,5,5.5,22
11,2013,43000,2,1,1,33.12,2179,140,7,7,17
5,2014,40000,2,0,1,26.91,2143,201.1,5,24,8
2,2010,125000,2,0,2,25.6473,2179,115,5,11,6
2,2016,51944,2,0,1,39.8889,2143,170,5,32.5,8
3,2015,46950,2,1,1,44.0289,1396,88.76,5,6.45,22
6,2015,23000,2,0,1,39.951,1968,141,5,15.75,18
6,2014,54546,3,1,1,39.98863636,1497,118,5,5.5,21
3,2015,51535,2,0,1,25.9785,2982,168.5,7,19.03,14
11,2013,45000,2,0,1,35.8524,1968,184,5,15.25,9
4,2012,46004,3,1,1,49.20954545,998,67.1,5,2.4,25
8,2011,124000,2,1,1,47.6721,1396,69,5,2.3,26
3,2014,77395,2,0,1,35.4177,1968,174.33,5,14.35,9
6,2018,10600,4,1,1,50.04541837,796,40.3,4,3.5,25
3,2018,22974,3,0,1,42.34090909,1497,117.3,5,11.97,21
10,2009,89000,3,1,2,39.98863636,999,62,5,1.6,22
7,2015,65012,2,1,1,29.4768,2755,174.5,7,18.9,14
7,2017,17125,3,1,1,44.45795455,1197,82,5,5.4,22
4,2015,90413,3,1,1,35.51931818,1196,73,7,2.95,25
2,2013,37000,3,1,1,38.74193182,1198,73.9,5,5.1,23
10,2006,65000,3,1,1,44.45795455,1061,67,5,1.5,25
2,2011,66000,3,1,1,39.98863636,1497,118,5,4.9,21
6,2010,86000,3,1,1,34.81363636,1799,130.2,5,2.9,21
9,2005,98437,3,1,1,30.57954545,1493,100,5,1.15,21
11,2010,18000,3,1,1,43.51704545,1197,80,5,2.3,22
3,2018,35070,2,1,1,49.68,1120,70,5,5.99,22
9,2011,42000,3,0,3,33.87272727,1598,103.6,5,3.4,23
11,2009,40000,3,1,1,47.89227273,1197,78.9,5,1.7,22
11,2009,43000,3,1,1,39.98863636,1197,80,5,1.99,22
9,2012,65000,3,1,1,43.75227273,1199,79.4,5,2.5,29
4,2013,74000,2,1,1,45.6849,1199,73.9,5,4.85,23
4,2010,51192,3,1,1,36.69545455,1196,70,5,2.65,19
3,2014,14262,3,0,1,23.2875,1984,207.8,2,27.35,9
10,2015,66339,2,1,2,51.957,1498,98.6,5,6.9,21
4,2013,90200,2,1,1,41.4,1399,68.05,5,3.5,19
5,2015,57854,2,1,1,26.8893,2494,100.6,7,12.5,14
5,2017,32000,3,0,1,44.97545455,1373,91.1,5,9.2,25
6,2015,29631,3,0,1,44.45795455,1197,82,5,4.9,22
5,2009,55005,3,1,1,30.10909091,1497,116,5,3.2,21
3,2014,54173,3,1,1,44.41090909,999,123.24,5,5.55,19
7,2014,50000,3,0,1,34.57840909,1798,177.6,5,13.5,18
11,2010,145000,2,1,1,42.228,1248,91.7,5,2.6,27
10,2015,78000,3,1,1,37.87159091,1298,88.2,5,4.5,25
5,2013,65000,2,0,2,24.426,2993,180,7,34,6
4,2012,120000,2,1,1,26.496,2494,102,7,12,14
6,2015,14000,2,1,1,58.788,1248,74,5,5.25,25
3,2014,57456,2,0,1,36.5976,1968,174.33,5,21.56,9
1,2012,44450,2,0,1,46.5336,1995,190,5,24.68,10
5,2013,63777,3,1,1,43.51704545,1197,82.9,5,3.67,22
6,2016,31000,2,0,1,35.2935,1995,190,5,29.5,10
5,2012,60000,3,1,1,41.4,1496,88.73,5,3.1,14
7,2015,78008,2,1,1,35.19,1405,70,5,2.9,26
2,2014,33000,2,0,2,31.5882,2987,165,5,43,8
6,2009,27078,3,0,1,25.82795455,1984,114.4,4,15.95,23
4,2011,57275,2,1,1,40.779,1598,103.6,5,4.5,23
5,2014,45000,2,1,1,49.68,1120,70,5,3.49,22
5,2014,57319,2,1,1,52.164,1248,74,5,4.25,25
8,2008,121097,2,1,2,49.68,1396,88.76,5,1.9,22
6,2011,89000,2,0,1,34.6311,1995,218,5,16.57,10
2,2012,72000,3,1,1,39.98863636,1497,118,5,5.75,21
5,2013,36000,2,0,2,34.2585,1968,147.51,5,14,9
10,2013,86000,2,1,2,40.365,1248,75,5,2.5,27
7,2002,85000,3,1,1,30.57954545,1343,90,5,1.2,21
9,2005,120000,3,1,2,36.46022727,1242,72,5,0.85,27
3,2013,37613,2,0,1,46.9683,1995,190,5,13.95,10
8,2007,100000,3,1,1,39.04772727,1388,68,5,1.6,19
1,2016,5240,3,0,1,51.51477273,624,37.48,4,3.6,26
6,2018,20000,4,1,1,22.59826009,1196,73,5,4.5,25
1,2019,16862,3,1,1,49.13897727,1197,81.8,5,6.06,25
1,2013,59254,3,1,2,41.16477273,1298,85.8,5,5.29,25
10,2014,60000,2,1,1,46.989,1498,89.84,5,5.75,19
4,2015,50295,3,1,1,37.87159091,1197,83,5,5.8,25
1,2014,47674,3,1,1,44.92840909,1197,85.8,5,5.72,25
3,2014,61517,3,0,1,39.87102273,1197,78.9,5,4.39,22
1,2016,62946,2,1,1,31.257,2179,140,7,11.05,17
5,2015,66823,2,1,2,46.6578,1396,88.73,5,4.83,22
9,2013,79494,4,1,1,50.19507572,998,67.04,5,2.96,25
8,2012,107000,2,1,2,44.0289,1396,88.76,5,4.5,22
6,2011,55000,2,0,2,34.0722,2993,258,5,19.5,10
6,2017,24000,3,0,1,33.6375,1598,103.52,5,8.75,18
6,2016,20002,2,0,1,30.5325,2967,245,7,67,9
3,2016,54317,3,1,1,40.92954545,1497,117.3,5,8.4,21
6,2016,10200,3,1,1,44.92840909,1197,82,5,4.99,22
1,2016,24337,2,1,1,53.82,1498,98.6,5,8.18,21
9,2012,79000,3,1,1,43.28181818,1198,86.8,5,2.9,21
10,2015,40500,2,1,1,58.1463,1248,88.5,5,7.1,25
9,2016,23000,2,1,1,55.0413,1248,74,5,7.05,25
9,2015,63050,3,0,1,26.11022727,2354,158.8,5,17.5,21
6,2008,78000,3,0,2,34.17852273,1794,138.1,5,3.41,14
9,2005,70000,3,1,1,25.875,1590,94,5,1.3,25
1,2012,66245,3,1,1,39.98863636,1497,118,5,5.68,21
2,2007,74112,2,1,1,24.9435,2179,120,9,4.1,17
5,2011,87670,3,1,1,31.52045455,1798,157.8,5,4,18
4,2015,10000,2,0,1,39.0816,1995,184,5,30,10
8,2007,62493,3,1,1,35.28409091,1586,104.68,5,1.8,25
3,2015,44620,3,1,1,48.76261364,1373,91.1,5,6.93,25
2,2012,66538,2,0,1,21.114,4367,308,7,70,3
7,2013,60000,2,1,1,26.8893,2494,100,7,7.9,14
3,2011,20842,3,1,1,42.15272727,1086,62,5,2.78,22
8,2014,110000,2,0,1,26.9307,2199,194.3,7,14.4,22
6,2011,45000,3,0,2,27.61568182,1796,186,5,13.5,8
6,2014,40000,4,1,2,39.80885552,998,58.16,5,3.15,25
1,2012,49008,3,1,1,46.33977273,796,46.3,5,2.88,25
11,2016,31000,3,1,1,58.10113636,796,47.3,5,2.15,25
9,2013,8000,3,1,1,39.87102273,1498,97.7,5,3.75,24
6,2019,171,3,1,1,58.10113636,796,47.3,5,3.6,25
11,2018,2100,3,1,1,56.61920455,998,67.1,5,3.6,25
1,2018,20667,3,0,1,44.45795455,1197,81.86,5,7.55,22
11,2015,50000,2,1,1,50.094,1498,98.6,7,4.7,21
10,2010,100030,2,1,2,38.916,1248,90,5,1.6,26
9,2011,75372,2,1,1,34.1964,1991,123.7,5,3.34,29
3,2016,60475,3,0,1,42.34090909,1497,117.3,5,9.1,21
3,2019,18453,3,1,1,44.45795455,1197,81.86,5,6.17,22
4,2008,96578,2,1,1,45.54,1582,126.2,5,2.5,22
11,2016,31001,3,1,1,43.37590909,1198,75,5,3,24
10,2012,65900,2,1,1,46.2024,1582,126.32,5,5.75,22
2,2017,26246,3,1,1,35.96625,1591,121.3,5,10.75,22
10,2013,62700,3,1,2,48.24511364,998,67.04,5,2.85,25
8,2008,90000,3,0,1,23.99318182,2354,180,5,6.5,21
2,2016,36000,3,0,1,39.51818182,1497,118,5,9.45,21
5,2016,46000,2,1,1,56.6973,1248,74,5,6.75,25
1,2017,73003,2,1,1,53.82,1498,98.6,5,7.75,21
3,2014,46566,2,1,1,46.6578,1396,88.76,5,4.4,22
10,2015,41493,2,0,1,26.91,2987,265,5,42,8
3,2014,103788,2,1,1,39.3507,1461,108.5,5,5.67,24
2,2016,45000,2,0,1,40.572,1461,108.45,5,11.5,20
9,2009,120000,3,1,1,44.45795455,998,67.1,5,1.69,25
10,2009,97359,2,1,2,35.397,1493,110,5,1.8,22
6,2016,62000,3,1,1,43.51704545,1197,85.8,5,3.2,25
9,2004,115000,3,1,2,30.10909091,1493,100,5,1.5,21
3,2019,18373,2,0,1,46.5336,1995,187.74,5,45.86,10
4,2016,60453,3,1,1,38.74193182,1198,74,5,5.1,23
9,2013,37000,2,1,1,36.846,1248,74,5,4.85,25
6,2010,69009,3,1,2,36.69545455,1196,70,5,2.4,19
4,2013,30000,2,0,1,39.0816,1995,184,5,22,10
5,2012,70707,2,1,1,46.2024,1582,126.32,5,4.28,22
1,2015,64677,2,1,1,42.3315,1461,83.8,5,5.67,20
2,2018,3000,3,0,1,44.45795455,1197,81.86,5,6.2,22
2,2013,49000,2,0,2,35.2935,1995,184,5,14.49,10
9,2010,71000,2,1,1,43.677,1248,73.9,5,3,25
10,2010,52000,3,1,2,46.59852273,1086,68.05,5,2.25,22
3,2016,35659,2,0,1,33.0579,2993,258,7,43.78,10
3,2019,5377,3,1,1,39.51818182,1497,116.3,5,11.45,21
5,2014,65000,2,0,1,23.1426,2696,184,7,10.5,17
1,2015,92708,2,1,1,46.989,1498,89.84,5,7.48,19
1,2010,48105,3,1,1,46.33977273,796,46.3,5,3.1,25
6,2011,46759,3,1,1,38.74193182,1198,74,5,2.55,23
10,2013,62000,2,1,1,45.6849,1199,73.9,5,3.5,23
11,2012,35175,2,1,1,45.6849,1199,73.9,5,2.59,23
11,2013,70000,2,1,1,42.9939,1248,88.8,7,5.45,25
11,2017,30000,2,1,1,47.1339,1498,98.59,5,6,19
11,2016,66618,2,0,1,23.5152,2755,171.5,7,15.49,14
6,2010,69300,3,0,2,25.40454545,2497,150,5,12.5,10
11,2017,148000,2,1,1,48.438,1248,74,5,4.75,25
6,2017,22000,3,1,1,44.41090909,999,123.24,5,7.85,19
7,2013,75000,2,1,1,34.776,1493,110,5,6,22
6,2016,43706,3,1,1,41.32943182,1193,88.7,5,4,26
6,2011,42000,2,0,1,29.808,2967,241.4,5,28.75,9
9,2012,65000,2,1,1,46.161,1248,74,5,2.5,26
5,2015,76128,2,1,1,55.0413,1248,74,5,5.5,25
11,2010,39852,3,1,1,37.63636364,1368,90,5,1.59,27
6,2017,18673,3,1,1,43.75227273,1197,81.83,5,6.22,22
11,2016,11583,3,1,1,49.63295455,814,55.2,5,2.75,22
8,2007,82000,3,1,2,42.15272727,1086,63,5,1.35,22
9,2017,50000,2,0,1,37.053,2143,136,5,25,8
5,2014,77000,3,1,1,54.3375,998,67.04,5,2.8,25
6,2014,54890,3,1,2,41.87045455,1199,76.8,5,2.45,29
9,2016,21000,3,0,1,44.69318182,1199,88.7,5,6.35,21
6,2009,58557,2,0,3,33.2649,1995,181,5,8,10
2,2014,70000,2,1,1,39.3507,1461,108.45,5,8.25,20
6,2017,16000,3,0,1,40.01215909,1499,110.4,5,5.95,19
3,2018,8899,2,1,1,28.3176,2393,147.8,7,19.92,14
3,2016,83629,2,1,1,52.6608,936,56.3,5,3.15,29
8,2014,35059,3,0,1,40.48261364,1798,189,4,5.75,23
3,2018,30552,2,0,1,22.5837,3198,197.2,7,32.44,19
3,2016,44875,2,0,2,46.2024,1582,126.32,5,8.01,22
1,2017,25095,3,1,1,42.71727273,1196,86.8,5,6.48,19
10,2007,59000,3,1,1,37.87159091,796,37,4,0.75,25
11,2014,36000,2,1,1,53.82,1498,98.6,5,5,21
6,2012,37000,2,1,1,33.12,2179,140,7,7.75,17
8,2010,90000,2,1,1,41.4,1399,68,5,2.6,19
9,2018,17000,3,1,1,39.98863636,1497,121.36,5,9.2,19
6,2015,42575,3,1,1,43.75227273,1197,81.83,5,5.05,22
4,2012,131000,2,1,1,26.8893,2494,100,7,9.6,14
6,2013,74000,2,1,1,42.3522,1461,83.8,5,5.5,20
6,2013,47234,2,1,1,26.8893,2494,100.6,8,9.35,14
5,2009,231673,3,1,1,39.98863636,1497,118,5,2.6,21
4,2016,10000,3,1,1,56.61920455,998,67.1,5,3.5,25
3,2016,49389,3,1,1,45.84579545,1198,67.04,5,4.26,24
8,2016,12000,3,0,2,54.3375,998,67.04,5,4.25,25
4,2010,65000,3,1,2,27.52159091,1796,178,5,11.75,8
8,2013,177000,2,1,1,48.645,1498,88.7,5,3.5,19
10,2015,89000,3,1,1,40.01215909,1591,121.3,5,7.5,22
8,2009,72000,3,0,3,35.28409091,1396,100,5,3.25,22
8,2012,49000,3,1,1,41.16477273,1298,85.8,5,4.9,25
4,2014,51355,2,0,1,30.7188,2143,170,5,27,8
3,2017,13460,3,1,1,43.75227273,1197,81.86,5,8.91,22
3,2014,35642,3,0,1,40.01215909,1591,121.4,5,6.69,22
3,2014,52895,2,1,1,35.811,1998,163.7,5,6.02,29
6,2010,93000,3,1,1,33.59045455,1798,138.03,5,4.5,14
9,2011,70000,3,1,1,44.69318182,998,66.1,5,2,25
11,2012,32048,2,1,1,47.7756,1461,63.1,5,2.4,24
9,2013,4700,3,1,1,59.74772727,624,37.48,4,1.2,26
5,2014,71800,2,1,1,48.438,1248,74,5,2.9,25
1,2008,69078,3,1,1,18.34772727,4999,567.25,5,40.88,3
7,2016,45000,2,0,1,35.8524,1968,184,5,27,9
8,2016,15388,2,1,1,53.406,1498,98.6,5,7.5,21
6,2004,98798,3,1,1,34.57840909,1599,104,5,1.5,29
4,2016,43000,2,0,1,29.3112,1968,174.3,5,39.5,9
4,2012,85112,2,1,1,48.024,1248,73.94,5,3.39,25
3,2018,37804,2,1,1,31.878,2179,120,7,12.4,17
8,2014,45000,2,1,1,58.1463,1248,88.5,5,6.85,25
9,2011,116000,2,1,2,44.3601,1364,138,5,5.75,14
8,2015,100073,2,1,2,51.75,1396,69,5,2,26
10,2006,165000,3,1,1,37.87159091,796,37,4,0.9,25
11,2015,22000,3,1,1,38.74193182,1198,74,5,3.8,23
5,2017,9500,3,0,1,34.39022727,1999,149.92,5,16.35,22
4,2012,152000,2,0,1,23.805,2982,169,7,16.5,14
1,2019,17705,3,1,1,50.33863636,1197,83.1,5,8.7,25
6,2016,12000,3,1,1,50.33863636,1197,83.1,5,6.1,25
4,2013,51000,2,0,1,49.266,1998,112,5,21.94,7
8,2009,42000,2,0,2,26.91,2987,210,5,22,8
5,2015,51000,3,1,1,49.20954545,998,67.1,5,2.65,25
3,2017,42527,3,1,1,47.98636364,1197,81.8,5,5.27,25
11,2014,45000,2,1,1,45.747,1248,74,5,2.48,29
11,2011,70000,2,1,1,26.496,2494,102,8,6,14
6,2009,92000,2,1,1,23.805,2982,171,7,8.9,14
4,2012,57156,2,0,2,39.0816,1995,184,5,18,10
1,2016,53211,3,1,1,39.51818182,1395,138.02,5,11.64,18
11,2019,80000,2,1,1,23.805,2982,171,7,8.99,14
2,2009,74000,2,0,1,32.085,1896,105,5,5.25,23
11,2011,37000,2,1,1,47.61,1396,90,5,2.95,22
6,2013,64000,2,1,2,43.5114,1248,88.76,5,2.65,26
9,2013,57197,3,1,1,35.37818182,1598,103.6,5,4,23
8,2016,55000,2,0,1,36.432,1582,126.2,5,12.5,22
6,2014,33000,3,1,1,49.63295455,1197,85.8,5,3.25,25
5,2008,70000,3,1,1,30.81477273,1997,141.1,5,4,21
5,2012,75000,2,1,2,31.257,2179,140,7,6.25,17
10,2016,58095,2,1,1,44.8362,1498,108.62,5,5.8,23
11,2015,7445,3,1,1,41.32943182,1193,88.7,5,5,26
3,2016,17652,2,0,1,26.703,2993,270.88,5,58.73,5
3,2018,28321,3,0,1,33.59045455,1798,138.03,5,17.49,14
